cgpa,attendance,aptitude_score,communication_score,technical_score,projects,internships,certifications,coding_skills,soft_skills,placed
6.03,97.0,76.0,68.0,53.0,0,0,0,43.0,53.0,0
6.77,66.0,65.0,100.0,34.0,2,1,6,34.0,52.0,1
6.87,74.0,40.0,70.0,91.0,2,2,0,95.0,82.0,1
5.74,84.0,60.0,91.0,60.0,0,1,6,58.0,84.0,0
6.21,100.0,88.0,84.0,97.0,1,0,1,77.0,59.0,0
6.33,96.0,93.0,71.0,84.0,1,3,5,52.0,35.0,1
9.31,91.0,76.0,49.0,46.0,1,0,7,54.0,57.0,0
8.72,73.0,42.0,82.0,59.0,5,0,5,57.0,75.0,0
6.73,67.0,72.0,41.0,63.0,0,2,5,80.0,66.0,0
6.77,87.0,78.0,91.0,90.0,4,2,2,64.0,70.0,0
6.07,65.0,76.0,68.0,69.0,4,3,4,37.0,59.0,1
5.38,75.0,77.0,23.0,64.0,5,2,5,90.0,82.0,0
6.99,77.0,70.0,60.0,57.0,3,0,3,52.0,72.0,0
6.2,97.0,62.0,75.0,60.0,3,2,0,49.0,76.0,0
7.02,74.0,52.0,61.0,86.0,5,0,7,1.0,69.0,0
5.66,49.0,29.0,76.0,61.0,5,1,1,71.0,75.0,0
6.41,84.0,69.0,51.0,53.0,1,0,7,60.0,74.0,0
7.23,70.0,66.0,44.0,50.0,5,1,7,60.0,53.0,0
7.43,79.0,73.0,64.0,50.0,3,1,0,50.0,73.0,0
7.48,77.0,39.0,66.0,34.0,0,2,5,46.0,79.0,0
5.91,75.0,75.0,59.0,47.0,4,0,5,51.0,84.0,0
7.87,87.0,100.0,85.0,89.0,6,0,1,67.0,73.0,1
6.38,60.0,64.0,51.0,57.0,0,0,6,71.0,53.0,0
7.67,72.0,62.0,70.0,74.0,0,0,0,53.0,55.0,0
7.09,86.0,69.0,66.0,14.0,6,1,1,77.0,60.0,1
5.86,71.0,100.0,40.0,72.0,4,0,7,56.0,70.0,0
6.82,59.0,45.0,44.0,58.0,1,1,5,48.0,65.0,0
7.43,86.0,67.0,65.0,52.0,5,0,0,62.0,50.0,0
7.65,91.0,49.0,97.0,64.0,2,0,1,31.0,50.0,0
6.97,77.0,53.0,74.0,52.0,2,1,2,63.0,36.0,0
8.48,54.0,62.0,37.0,21.0,2,0,0,27.0,20.0,0
8.01,86.0,87.0,15.0,79.0,4,0,1,37.0,65.0,0
6.87,58.0,95.0,77.0,66.0,0,0,4,18.0,100.0,0
7.78,82.0,71.0,63.0,55.0,2,0,0,54.0,94.0,0
8.84,67.0,56.0,83.0,43.0,2,1,2,90.0,52.0,0
8.86,64.0,100.0,51.0,33.0,0,0,2,56.0,69.0,0
5.99,73.0,55.0,71.0,65.0,5,0,7,71.0,45.0,0
6.27,76.0,53.0,79.0,92.0,0,1,7,100.0,47.0,0
8.44,70.0,31.0,58.0,65.0,6,1,6,66.0,49.0,1
6.15,85.0,88.0,58.0,35.0,0,1,2,43.0,64.0,0
